period_start,period_end,namespace,persistentvolumeclaim_usage_bytes
2020-02-11 09:00:00 +0000 UTC,2020-02-11 10:00:00 +0000 UTC,tnhlex-dev,20217229312.000000
2020-02-11 10:00:00 +0000 UTC,2020-02-11 11:00:00 +0000 UTC,openshift-logging,15279074627584.000000
2020-02-11 10:00:00 +0000 UTC,2020-02-11 11:00:00 +0000 UTC,openshift-metering,1714421760.000000
2020-02-11 10:00:00 +0000 UTC,2020-02-11 11:00:00 +0000 UTC,tnhlex-dev,20228612096.000000
2020-02-11 11:00:00 +0000 UTC,2020-02-11 12:00:00 +0000 UTC,openshift-logging,15341232238592.000000
2020-02-11 11:00:00 +0000 UTC,2020-02-11 12:00:00 +0000 UTC,openshift-metering,1714421760.000000
2020-02-11 11:00:00 +0000 UTC,2020-02-11 12:00:00 +0000 UTC,tnhlex-dev,20239994880.000000
2020-02-11 12:00:00 +0000 UTC,2020-02-11 13:00:00 +0000 UTC,openshift-logging,15471945048064.000000
2020-02-11 12:00:00 +0000 UTC,2020-02-11 13:00:00 +0000 UTC,openshift-metering,1714421760.000000
2020-02-11 12:00:00 +0000 UTC,2020-02-11 13:00:00 +0000 UTC,tnhlex-dev,20251447296.000000
2020-02-11 13:00:00 +0000 UTC,2020-02-11 14:00:00 +0000 UTC,openshift-logging,15511992733696.000000
2020-02-11 13:00:00 +0000 UTC,2020-02-11 14:00:00 +0000 UTC,openshift-metering,1720737792.000000
2020-02-11 13:00:00 +0000 UTC,2020-02-11 14:00:00 +0000 UTC,tnhlex-dev,20262793216.000000
2020-02-11 14:00:00 +0000 UTC,2020-02-11 15:00:00 +0000 UTC,openshift-logging,15573541404672.000000
2020-02-11 14:00:00 +0000 UTC,2020-02-11 15:00:00 +0000 UTC,openshift-metering,1777582080.000000
2020-02-11 14:00:00 +0000 UTC,2020-02-11 15:00:00 +0000 UTC,tnhlex-dev,20274278400.000000
2020-02-11 15:00:00 +0000 UTC,2020-02-11 16:00:00 +0000 UTC,openshift-logging,15635796738048.000000
2020-02-11 15:00:00 +0000 UTC,2020-02-11 16:00:00 +0000 UTC,openshift-metering,1777582080.000000
2020-02-11 15:00:00 +0000 UTC,2020-02-11 16:00:00 +0000 UTC,tnhlex-dev,20285685760.000000
2020-02-11 16:00:00 +0000 UTC,2020-02-11 17:00:00 +0000 UTC,openshift-logging,15650904162304.000000
2020-02-11 16:00:00 +0000 UTC,2020-02-11 17:00:00 +0000 UTC,openshift-metering,1777582080.000000
2020-02-11 16:00:00 +0000 UTC,2020-02-11 17:00:00 +0000 UTC,tnhlex-dev,22470098944.000000
2020-02-11 17:00:00 +0000 UTC,2020-02-11 18:00:00 +0000 UTC,openshift-logging,15714442297344.000000
2020-02-11 17:00:00 +0000 UTC,2020-02-11 18:00:00 +0000 UTC,openshift-metering,1777582080.000000
2020-02-11 17:00:00 +0000 UTC,2020-02-11 18:00:00 +0000 UTC,tnhlex-dev,18604036096.000000
2020-02-11 18:00:00 +0000 UTC,2020-02-11 19:00:00 +0000 UTC,openshift-logging,15821530775552.000000
2020-02-11 18:00:00 +0000 UTC,2020-02-11 19:00:00 +0000 UTC,openshift-metering,1784950784.000000
2020-02-11 19:00:00 +0000 UTC,2020-02-11 20:00:00 +0000 UTC,openshift-logging,15825688928256.000000
2020-02-11 19:00:00 +0000 UTC,2020-02-11 20:00:00 +0000 UTC,openshift-metering,1840742400.000000
2020-02-11 19:00:00 +0000 UTC,2020-02-11 20:00:00 +0000 UTC,tnhlex-dev,19397419008.000000
2020-02-11 20:00:00 +0000 UTC,2020-02-11 21:00:00 +0000 UTC,openshift-logging,15897953464320.000000
2020-02-11 20:00:00 +0000 UTC,2020-02-11 21:00:00 +0000 UTC,openshift-metering,1840742400.000000
2020-02-11 20:00:00 +0000 UTC,2020-02-11 21:00:00 +0000 UTC,tnhlex-dev,12806950912.000000
2020-02-11 21:00:00 +0000 UTC,2020-02-11 22:00:00 +0000 UTC,openshift-logging,15979322523648.000000
2020-02-11 21:00:00 +0000 UTC,2020-02-11 22:00:00 +0000 UTC,openshift-metering,1840742400.000000
2020-02-11 21:00:00 +0000 UTC,2020-02-11 22:00:00 +0000 UTC,tnhlex-dev,23424987136.000000
2020-02-11 22:00:00 +0000 UTC,2020-02-11 23:00:00 +0000 UTC,openshift-logging,16033672593408.000000
2020-02-11 22:00:00 +0000 UTC,2020-02-11 23:00:00 +0000 UTC,openshift-metering,1840742400.000000
2020-02-11 22:00:00 +0000 UTC,2020-02-11 23:00:00 +0000 UTC,tnhlex-dev,24222244864.000000
2020-02-11 23:00:00 +0000 UTC,2020-02-12 00:00:00 +0000 UTC,openshift-logging,16090206748672.000000
2020-02-11 23:00:00 +0000 UTC,2020-02-12 00:00:00 +0000 UTC,openshift-metering,1847058432.000000
2020-02-11 23:00:00 +0000 UTC,2020-02-12 00:00:00 +0000 UTC,tnhlex-dev,24233848832.000000
2020-02-12 00:00:00 +0000 UTC,2020-02-12 01:00:00 +0000 UTC,openshift-logging,16113683554304.000000
2020-02-12 00:00:00 +0000 UTC,2020-02-12 01:00:00 +0000 UTC,openshift-metering,1909415936.000000
2020-02-12 00:00:00 +0000 UTC,2020-02-12 01:00:00 +0000 UTC,tnhlex-dev,24245620736.000000
2020-02-12 01:00:00 +0000 UTC,2020-02-12 02:00:00 +0000 UTC,openshift-logging,16177786204160.000000
2020-02-12 01:00:00 +0000 UTC,2020-02-12 02:00:00 +0000 UTC,openshift-metering,1910292480.000000
2020-02-12 01:00:00 +0000 UTC,2020-02-12 02:00:00 +0000 UTC,tnhlex-dev,24257196032.000000
2020-02-12 02:00:00 +0000 UTC,2020-02-12 03:00:00 +0000 UTC,openshift-logging,16244586405888.000000
2020-02-12 02:00:00 +0000 UTC,2020-02-12 03:00:00 +0000 UTC,openshift-metering,1910292480.000000
2020-02-12 02:00:00 +0000 UTC,2020-02-12 03:00:00 +0000 UTC,tnhlex-dev,24268914688.000000
2020-02-12 03:00:00 +0000 UTC,2020-02-12 04:00:00 +0000 UTC,openshift-logging,16325611732992.000000
2020-02-12 03:00:00 +0000 UTC,2020-02-12 04:00:00 +0000 UTC,openshift-metering,1910292480.000000
2020-02-12 03:00:00 +0000 UTC,2020-02-12 04:00:00 +0000 UTC,tnhlex-dev,24280526848.000000
2020-02-12 04:00:00 +0000 UTC,2020-02-12 05:00:00 +0000 UTC,openshift-logging,16384486256640.000000
2020-02-12 04:00:00 +0000 UTC,2020-02-12 05:00:00 +0000 UTC,openshift-metering,1910292480.000000
2020-02-12 04:00:00 +0000 UTC,2020-02-12 05:00:00 +0000 UTC,tnhlex-dev,24292134912.000000
2020-02-12 05:00:00 +0000 UTC,2020-02-12 06:00:00 +0000 UTC,openshift-logging,16444783988736.000000
2020-02-12 05:00:00 +0000 UTC,2020-02-12 06:00:00 +0000 UTC,openshift-metering,1910292480.000000
2020-02-12 05:00:00 +0000 UTC,2020-02-12 06:00:00 +0000 UTC,tnhlex-dev,24303697920.000000
2020-02-12 06:00:00 +0000 UTC,2020-02-12 07:00:00 +0000 UTC,openshift-logging,16506116321280.000000
2020-02-12 06:00:00 +0000 UTC,2020-02-12 07:00:00 +0000 UTC,openshift-metering,1968189440.000000
2020-02-12 06:00:00 +0000 UTC,2020-02-12 07:00:00 +0000 UTC,tnhlex-dev,24315412480.000000
2020-02-12 07:00:00 +0000 UTC,2020-02-12 08:00:00 +0000 UTC,openshift-logging,16567813332992.000000
2020-02-12 07:00:00 +0000 UTC,2020-02-12 08:00:00 +0000 UTC,openshift-metering,1973452800.000000
2020-02-12 07:00:00 +0000 UTC,2020-02-12 08:00:00 +0000 UTC,tnhlex-dev,24327028736.000000
2020-02-12 08:00:00 +0000 UTC,2020-02-12 09:00:00 +0000 UTC,openshift-logging,16617103495168.000000
2020-02-12 08:00:00 +0000 UTC,2020-02-12 09:00:00 +0000 UTC,openshift-metering,1973452800.000000
2020-02-12 08:00:00 +0000 UTC,2020-02-12 09:00:00 +0000 UTC,tnhlex-dev,24338747392.000000
2020-02-12 09:00:00 +0000 UTC,2020-02-12 10:00:00 +0000 UTC,openshift-logging,16683026370560.000000
2020-02-12 09:00:00 +0000 UTC,2020-02-12 10:00:00 +0000 UTC,openshift-metering,1973452800.000000
2020-02-12 09:00:00 +0000 UTC,2020-02-12 10:00:00 +0000 UTC,tnhlex-dev,24350523392.000000
2020-02-12 10:00:00 +0000 UTC,2020-02-12 11:00:00 +0000 UTC,openshift-logging,16801537568768.000000
2020-02-12 10:00:00 +0000 UTC,2020-02-12 11:00:00 +0000 UTC,openshift-metering,1973452800.000000
2020-02-12 10:00:00 +0000 UTC,2020-02-12 11:00:00 +0000 UTC,tnhlex-dev,24362110976.000000
2020-02-12 11:00:00 +0000 UTC,2020-02-12 12:00:00 +0000 UTC,openshift-logging,16883383422976.000000
2020-02-12 11:00:00 +0000 UTC,2020-02-12 12:00:00 +0000 UTC,openshift-metering,1973452800.000000
2020-02-12 11:00:00 +0000 UTC,2020-02-12 12:00:00 +0000 UTC,tnhlex-dev,24373899264.000000
2020-02-12 12:00:00 +0000 UTC,2020-02-12 13:00:00 +0000 UTC,openshift-logging,16954749861888.000000
2020-02-12 12:00:00 +0000 UTC,2020-02-12 13:00:00 +0000 UTC,openshift-metering,1973452800.000000
2020-02-12 12:00:00 +0000 UTC,2020-02-12 13:00:00 +0000 UTC,tnhlex-dev,24385667072.000000
2020-02-12 13:00:00 +0000 UTC,2020-02-12 14:00:00 +0000 UTC,openshift-logging,17020436287488.000000
2020-02-12 13:00:00 +0000 UTC,2020-02-12 14:00:00 +0000 UTC,openshift-metering,2014507008.000000
2020-02-12 13:00:00 +0000 UTC,2020-02-12 14:00:00 +0000 UTC,tnhlex-dev,24397426688.000000
2020-02-12 14:00:00 +0000 UTC,2020-02-12 15:00:00 +0000 UTC,openshift-logging,17008309813248.000000
2020-02-12 14:00:00 +0000 UTC,2020-02-12 15:00:00 +0000 UTC,openshift-metering,2036613120.000000
2020-02-12 14:00:00 +0000 UTC,2020-02-12 15:00:00 +0000 UTC,tnhlex-dev,24409010176.000000
2020-02-12 15:00:00 +0000 UTC,2020-02-12 16:00:00 +0000 UTC,openshift-logging,17052415893504.000000
2020-02-12 15:00:00 +0000 UTC,2020-02-12 16:00:00 +0000 UTC,openshift-metering,2036613120.000000
2020-02-12 15:00:00 +0000 UTC,2020-02-12 16:00:00 +0000 UTC,tnhlex-dev,24420581376.000000
2020-02-12 16:00:00 +0000 UTC,2020-02-12 17:00:00 +0000 UTC,openshift-logging,17116150312960.000000
2020-02-12 16:00:00 +0000 UTC,2020-02-12 17:00:00 +0000 UTC,openshift-metering,2036613120.000000
2020-02-12 16:00:00 +0000 UTC,2020-02-12 17:00:00 +0000 UTC,tnhlex-dev,24432218112.000000
2020-02-12 17:00:00 +0000 UTC,2020-02-12 18:00:00 +0000 UTC,openshift-logging,17183445598208.000000
2020-02-12 17:00:00 +0000 UTC,2020-02-12 18:00:00 +0000 UTC,openshift-metering,2036613120.000000
2020-02-12 17:00:00 +0000 UTC,2020-02-12 18:00:00 +0000 UTC,tnhlex-dev,24443928576.000000
2020-02-12 18:00:00 +0000 UTC,2020-02-12 19:00:00 +0000 UTC,openshift-logging,17243267112960.000000
2020-02-12 18:00:00 +0000 UTC,2020-02-12 19:00:00 +0000 UTC,openshift-metering,2036613120.000000
2020-02-12 18:00:00 +0000 UTC,2020-02-12 19:00:00 +0000 UTC,tnhlex-dev,24455757824.000000
2020-02-12 19:00:00 +0000 UTC,2020-02-12 20:00:00 +0000 UTC,openshift-logging,17311554035712.000000
2020-02-12 19:00:00 +0000 UTC,2020-02-12 20:00:00 +0000 UTC,openshift-metering,2036613120.000000
2020-02-12 19:00:00 +0000 UTC,2020-02-12 20:00:00 +0000 UTC,tnhlex-dev,24467341312.000000
2020-02-12 20:00:00 +0000 UTC,2020-02-12 21:00:00 +0000 UTC,openshift-logging,17359249903616.000000
2020-02-12 20:00:00 +0000 UTC,2020-02-12 21:00:00 +0000 UTC,openshift-metering,2063982592.000000
2020-02-12 20:00:00 +0000 UTC,2020-02-12 21:00:00 +0000 UTC,tnhlex-dev,24479088640.000000
2020-02-12 21:00:00 +0000 UTC,2020-02-12 22:00:00 +0000 UTC,openshift-logging,17427633094656.000000
2020-02-12 21:00:00 +0000 UTC,2020-02-12 22:00:00 +0000 UTC,openshift-metering,2099773440.000000
2020-02-12 21:00:00 +0000 UTC,2020-02-12 22:00:00 +0000 UTC,tnhlex-dev,24490651648.000000
2020-02-12 22:00:00 +0000 UTC,2020-02-12 23:00:00 +0000 UTC,openshift-logging,17479197003776.000000
2020-02-12 22:00:00 +0000 UTC,2020-02-12 23:00:00 +0000 UTC,openshift-metering,2099773440.000000
2020-02-12 22:00:00 +0000 UTC,2020-02-12 23:00:00 +0000 UTC,tnhlex-dev,24118984704.000000
2020-02-12 23:00:00 +0000 UTC,2020-02-13 00:00:00 +0000 UTC,openshift-logging,17551112646656.000000
2020-02-12 23:00:00 +0000 UTC,2020-02-13 00:00:00 +0000 UTC,openshift-metering,2099773440.000000
2020-02-12 23:00:00 +0000 UTC,2020-02-13 00:00:00 +0000 UTC,tnhlex-dev,19657494528.000000
2020-02-13 00:00:00 +0000 UTC,2020-02-13 01:00:00 +0000 UTC,openshift-logging,17570413297664.000000
2020-02-13 00:00:00 +0000 UTC,2020-02-13 01:00:00 +0000 UTC,openshift-metering,2102403072.000000
2020-02-13 00:00:00 +0000 UTC,2020-02-13 01:00:00 +0000 UTC,tnhlex-dev,22945906688.000000
2020-02-13 01:00:00 +0000 UTC,2020-02-13 02:00:00 +0000 UTC,openshift-logging,17639063818240.000000
2020-02-13 01:00:00 +0000 UTC,2020-02-13 02:00:00 +0000 UTC,openshift-metering,2102968320.000000
2020-02-13 01:00:00 +0000 UTC,2020-02-13 02:00:00 +0000 UTC,tnhlex-dev,16834940928.000000
2020-02-13 02:00:00 +0000 UTC,2020-02-13 03:00:00 +0000 UTC,openshift-logging,17516495470592.000000
2020-02-13 02:00:00 +0000 UTC,2020-02-13 03:00:00 +0000 UTC,openshift-metering,2146127872.000000
2020-02-13 02:00:00 +0000 UTC,2020-02-13 03:00:00 +0000 UTC,tnhlex-dev,18686251008.000000
2020-02-13 03:00:00 +0000 UTC,2020-02-13 04:00:00 +0000 UTC,openshift-logging,17759447633920.000000
2020-02-13 03:00:00 +0000 UTC,2020-02-13 04:00:00 +0000 UTC,openshift-metering,2166128640.000000
2020-02-13 03:00:00 +0000 UTC,2020-02-13 04:00:00 +0000 UTC,tnhlex-dev,16060129280.000000
2020-02-13 04:00:00 +0000 UTC,2020-02-13 05:00:00 +0000 UTC,openshift-logging,17818913681408.000000
2020-02-13 04:00:00 +0000 UTC,2020-02-13 05:00:00 +0000 UTC,openshift-metering,2166128640.000000
2020-02-13 04:00:00 +0000 UTC,2020-02-13 05:00:00 +0000 UTC,tnhlex-dev,24212000768.000000
2020-02-13 05:00:00 +0000 UTC,2020-02-13 06:00:00 +0000 UTC,openshift-logging,17875898793984.000000
2020-02-13 05:00:00 +0000 UTC,2020-02-13 06:00:00 +0000 UTC,openshift-metering,2166128640.000000
2020-02-13 05:00:00 +0000 UTC,2020-02-13 06:00:00 +0000 UTC,tnhlex-dev,24228712448.000000
2020-02-13 06:00:00 +0000 UTC,2020-02-13 07:00:00 +0000 UTC,openshift-logging,17944333279232.000000
2020-02-13 06:00:00 +0000 UTC,2020-02-13 07:00:00 +0000 UTC,openshift-metering,2166128640.000000
2020-02-13 06:00:00 +0000 UTC,2020-02-13 07:00:00 +0000 UTC,tnhlex-dev,24243924992.000000
2020-02-13 07:00:00 +0000 UTC,2020-02-13 08:00:00 +0000 UTC,openshift-logging,18063188758528.000000
2020-02-13 07:00:00 +0000 UTC,2020-02-13 08:00:00 +0000 UTC,openshift-metering,2174582784.000000
2020-02-13 07:00:00 +0000 UTC,2020-02-13 08:00:00 +0000 UTC,tnhlex-dev,24259133440.000000
2020-02-13 08:00:00 +0000 UTC,2020-02-13 09:00:00 +0000 UTC,openshift-logging,18075170734080.000000
2020-02-13 08:00:00 +0000 UTC,2020-02-13 09:00:00 +0000 UTC,openshift-metering,2229534720.000000
2020-02-13 08:00:00 +0000 UTC,2020-02-13 09:00:00 +0000 UTC,tnhlex-dev,24274214912.000000
2020-02-13 09:00:00 +0000 UTC,2020-02-13 10:00:00 +0000 UTC,openshift-logging,18179364777984.000000
2020-02-13 09:00:00 +0000 UTC,2020-02-13 10:00:00 +0000 UTC,openshift-metering,2229534720.000000
2020-02-13 09:00:00 +0000 UTC,2020-02-13 10:00:00 +0000 UTC,tnhlex-dev,24289378304.000000
2020-02-13 10:00:00 +0000 UTC,2020-02-13 11:00:00 +0000 UTC,openshift-logging,18203216297984.000000
2020-02-13 10:00:00 +0000 UTC,2020-02-13 11:00:00 +0000 UTC,openshift-metering,2229534720.000000
2020-02-13 10:00:00 +0000 UTC,2020-02-13 11:00:00 +0000 UTC,tnhlex-dev,24304480256.000000
2020-02-13 11:00:00 +0000 UTC,2020-02-13 12:00:00 +0000 UTC,openshift-logging,18288050757632.000000
2020-02-13 11:00:00 +0000 UTC,2020-02-13 12:00:00 +0000 UTC,openshift-metering,2229534720.000000
2020-02-13 11:00:00 +0000 UTC,2020-02-13 12:00:00 +0000 UTC,tnhlex-dev,24319488000.000000
2020-02-13 12:00:00 +0000 UTC,2020-02-13 13:00:00 +0000 UTC,openshift-logging,18478474412032.000000
2020-02-13 12:00:00 +0000 UTC,2020-02-13 13:00:00 +0000 UTC,openshift-metering,2229534720.000000
2020-02-13 12:00:00 +0000 UTC,2020-02-13 13:00:00 +0000 UTC,tnhlex-dev,24334749696.000000
2020-02-13 13:00:00 +0000 UTC,2020-02-13 14:00:00 +0000 UTC,openshift-logging,18438545641472.000000
2020-02-13 13:00:00 +0000 UTC,2020-02-13 14:00:00 +0000 UTC,openshift-metering,1746153472.000000
2020-02-13 13:00:00 +0000 UTC,2020-02-13 14:00:00 +0000 UTC,tnhlex-dev,24349757440.000000
2020-02-13 14:00:00 +0000 UTC,2020-02-13 15:00:00 +0000 UTC,openshift-logging,18455650971648.000000
2020-02-13 14:00:00 +0000 UTC,2020-02-13 15:00:00 +0000 UTC,openshift-metering,1660846080.000000
2020-02-13 14:00:00 +0000 UTC,2020-02-13 15:00:00 +0000 UTC,tnhlex-dev,24364711936.000000
2020-02-13 15:00:00 +0000 UTC,2020-02-13 16:00:00 +0000 UTC,openshift-logging,18516170452992.000000
2020-02-13 15:00:00 +0000 UTC,2020-02-13 16:00:00 +0000 UTC,openshift-metering,1660846080.000000
2020-02-13 15:00:00 +0000 UTC,2020-02-13 16:00:00 +0000 UTC,tnhlex-dev,24379510784.000000
2020-02-13 16:00:00 +0000 UTC,2020-02-13 17:00:00 +0000 UTC,openshift-logging,18576715431936.000000
2020-02-13 16:00:00 +0000 UTC,2020-02-13 17:00:00 +0000 UTC,openshift-metering,1660846080.000000
2020-02-13 16:00:00 +0000 UTC,2020-02-13 17:00:00 +0000 UTC,tnhlex-dev,24394227712.000000
2020-02-13 17:00:00 +0000 UTC,2020-02-13 18:00:00 +0000 UTC,openshift-logging,18640073089024.000000
2020-02-13 17:00:00 +0000 UTC,2020-02-13 18:00:00 +0000 UTC,openshift-metering,1660846080.000000
2020-02-13 17:00:00 +0000 UTC,2020-02-13 18:00:00 +0000 UTC,tnhlex-dev,24408956928.000000
2020-02-13 18:00:00 +0000 UTC,2020-02-13 19:00:00 +0000 UTC,openshift-logging,18702235234304.000000
2020-02-13 18:00:00 +0000 UTC,2020-02-13 19:00:00 +0000 UTC,openshift-metering,1680846848.000000
2020-02-13 18:00:00 +0000 UTC,2020-02-13 19:00:00 +0000 UTC,tnhlex-dev,24423718912.000000
2020-02-13 19:00:00 +0000 UTC,2020-02-13 20:00:00 +0000 UTC,openshift-logging,18788002889728.000000
2020-02-13 19:00:00 +0000 UTC,2020-02-13 20:00:00 +0000 UTC,openshift-metering,1724006400.000000
2020-02-13 19:00:00 +0000 UTC,2020-02-13 20:00:00 +0000 UTC,tnhlex-dev,24438476800.000000
