period_start,period_end,namespace,persistentvolumeclaim_usage_bytes
2020-02-13 20:00:00 +0000 UTC,2020-02-13 21:00:00 +0000 UTC,openshift-logging,18837522616320.000000
2020-02-13 20:00:00 +0000 UTC,2020-02-13 21:00:00 +0000 UTC,openshift-metering,1724006400.000000
2020-02-13 20:00:00 +0000 UTC,2020-02-13 21:00:00 +0000 UTC,tnhlex-dev,24453206016.000000
2020-02-13 21:00:00 +0000 UTC,2020-02-13 22:00:00 +0000 UTC,openshift-logging,18882653184000.000000
2020-02-13 21:00:00 +0000 UTC,2020-02-13 22:00:00 +0000 UTC,openshift-metering,1724006400.000000
2020-02-13 21:00:00 +0000 UTC,2020-02-13 22:00:00 +0000 UTC,tnhlex-dev,24467980288.000000
2020-02-13 22:00:00 +0000 UTC,2020-02-13 23:00:00 +0000 UTC,openshift-logging,18955916926976.000000
2020-02-13 22:00:00 +0000 UTC,2020-02-13 23:00:00 +0000 UTC,openshift-metering,1724006400.000000
2020-02-13 22:00:00 +0000 UTC,2020-02-13 23:00:00 +0000 UTC,tnhlex-dev,24482443264.000000
2020-02-13 23:00:00 +0000 UTC,2020-02-14 00:00:00 +0000 UTC,openshift-logging,18997139779584.000000
2020-02-13 23:00:00 +0000 UTC,2020-02-14 00:00:00 +0000 UTC,openshift-metering,1724006400.000000
2020-02-13 23:00:00 +0000 UTC,2020-02-14 00:00:00 +0000 UTC,tnhlex-dev,24497086464.000000
2020-02-14 00:00:00 +0000 UTC,2020-02-14 01:00:00 +0000 UTC,openshift-logging,19025311150080.000000
2020-02-14 00:00:00 +0000 UTC,2020-02-14 01:00:00 +0000 UTC,openshift-metering,1781501952.000000
2020-02-14 00:00:00 +0000 UTC,2020-02-14 01:00:00 +0000 UTC,tnhlex-dev,24511651840.000000
2020-02-14 01:00:00 +0000 UTC,2020-02-14 02:00:00 +0000 UTC,openshift-logging,19092478140416.000000
2020-02-14 01:00:00 +0000 UTC,2020-02-14 02:00:00 +0000 UTC,openshift-metering,1787904000.000000
2020-02-14 01:00:00 +0000 UTC,2020-02-14 02:00:00 +0000 UTC,tnhlex-dev,24526102528.000000
2020-02-14 02:00:00 +0000 UTC,2020-02-14 03:00:00 +0000 UTC,openshift-logging,19152424734720.000000
2020-02-14 02:00:00 +0000 UTC,2020-02-14 03:00:00 +0000 UTC,openshift-metering,1787904000.000000
2020-02-14 02:00:00 +0000 UTC,2020-02-14 03:00:00 +0000 UTC,tnhlex-dev,24540631040.000000
2020-02-14 03:00:00 +0000 UTC,2020-02-14 04:00:00 +0000 UTC,openshift-logging,19248300457984.000000
2020-02-14 03:00:00 +0000 UTC,2020-02-14 04:00:00 +0000 UTC,openshift-metering,1787904000.000000
2020-02-14 03:00:00 +0000 UTC,2020-02-14 04:00:00 +0000 UTC,tnhlex-dev,24555184128.000000
2020-02-14 04:00:00 +0000 UTC,2020-02-14 05:00:00 +0000 UTC,openshift-logging,19296801542144.000000
2020-02-14 04:00:00 +0000 UTC,2020-02-14 05:00:00 +0000 UTC,openshift-metering,1787904000.000000
2020-02-14 04:00:00 +0000 UTC,2020-02-14 05:00:00 +0000 UTC,tnhlex-dev,24569749504.000000
2020-02-14 05:00:00 +0000 UTC,2020-02-14 06:00:00 +0000 UTC,openshift-logging,19355332333568.000000
2020-02-14 05:00:00 +0000 UTC,2020-02-14 06:00:00 +0000 UTC,openshift-metering,1819484160.000000
2020-02-14 05:00:00 +0000 UTC,2020-02-14 06:00:00 +0000 UTC,tnhlex-dev,24584388608.000000
2020-02-14 06:00:00 +0000 UTC,2020-02-14 07:00:00 +0000 UTC,openshift-logging,19410812444672.000000
2020-02-14 06:00:00 +0000 UTC,2020-02-14 07:00:00 +0000 UTC,openshift-metering,1851064320.000000
2020-02-14 06:00:00 +0000 UTC,2020-02-14 07:00:00 +0000 UTC,tnhlex-dev,24598966272.000000
2020-02-14 07:00:00 +0000 UTC,2020-02-14 08:00:00 +0000 UTC,openshift-logging,19500243873792.000000
2020-02-14 07:00:00 +0000 UTC,2020-02-14 08:00:00 +0000 UTC,openshift-metering,1851064320.000000
2020-02-14 07:00:00 +0000 UTC,2020-02-14 08:00:00 +0000 UTC,tnhlex-dev,24613560320.000000
2020-02-14 08:00:00 +0000 UTC,2020-02-14 09:00:00 +0000 UTC,openshift-logging,19539164020736.000000
2020-02-14 08:00:00 +0000 UTC,2020-02-14 09:00:00 +0000 UTC,openshift-metering,1851064320.000000
2020-02-14 08:00:00 +0000 UTC,2020-02-14 09:00:00 +0000 UTC,tnhlex-dev,24628228096.000000
2020-02-14 09:00:00 +0000 UTC,2020-02-14 10:00:00 +0000 UTC,openshift-logging,19634659033088.000000
2020-02-14 09:00:00 +0000 UTC,2020-02-14 10:00:00 +0000 UTC,openshift-metering,1851064320.000000
2020-02-14 09:00:00 +0000 UTC,2020-02-14 10:00:00 +0000 UTC,tnhlex-dev,24642973696.000000
2020-02-14 10:00:00 +0000 UTC,2020-02-14 11:00:00 +0000 UTC,openshift-logging,19729225854976.000000
2020-02-14 10:00:00 +0000 UTC,2020-02-14 11:00:00 +0000 UTC,openshift-metering,1851064320.000000
2020-02-14 10:00:00 +0000 UTC,2020-02-14 11:00:00 +0000 UTC,tnhlex-dev,24657657856.000000
2020-02-14 11:00:00 +0000 UTC,2020-02-14 12:00:00 +0000 UTC,openshift-logging,19783557394432.000000
2020-02-14 11:00:00 +0000 UTC,2020-02-14 12:00:00 +0000 UTC,openshift-metering,1899487232.000000
2020-02-14 11:00:00 +0000 UTC,2020-02-14 12:00:00 +0000 UTC,tnhlex-dev,24672428032.000000
2020-02-14 12:00:00 +0000 UTC,2020-02-14 13:00:00 +0000 UTC,openshift-logging,19797796507648.000000
2020-02-14 12:00:00 +0000 UTC,2020-02-14 13:00:00 +0000 UTC,openshift-metering,1914224640.000000
2020-02-14 12:00:00 +0000 UTC,2020-02-14 13:00:00 +0000 UTC,tnhlex-dev,24687222784.000000
2020-02-14 13:00:00 +0000 UTC,2020-02-14 14:00:00 +0000 UTC,openshift-logging,19898112503808.000000
2020-02-14 13:00:00 +0000 UTC,2020-02-14 14:00:00 +0000 UTC,openshift-metering,1914224640.000000
2020-02-14 13:00:00 +0000 UTC,2020-02-14 14:00:00 +0000 UTC,tnhlex-dev,24701722624.000000
2020-02-14 14:00:00 +0000 UTC,2020-02-14 15:00:00 +0000 UTC,openshift-logging,19940168146944.000000
2020-02-14 14:00:00 +0000 UTC,2020-02-14 15:00:00 +0000 UTC,openshift-metering,1914224640.000000
2020-02-14 14:00:00 +0000 UTC,2020-02-14 15:00:00 +0000 UTC,tnhlex-dev,24716337152.000000
2020-02-14 15:00:00 +0000 UTC,2020-02-14 16:00:00 +0000 UTC,openshift-logging,20019288309760.000000
2020-02-14 15:00:00 +0000 UTC,2020-02-14 16:00:00 +0000 UTC,openshift-metering,1914224640.000000
2020-02-14 15:00:00 +0000 UTC,2020-02-14 16:00:00 +0000 UTC,tnhlex-dev,24731127808.000000
2020-02-14 16:00:00 +0000 UTC,2020-02-14 17:00:00 +0000 UTC,openshift-logging,20091516813312.000000
2020-02-14 16:00:00 +0000 UTC,2020-02-14 17:00:00 +0000 UTC,openshift-metering,1919488000.000000
2020-02-14 16:00:00 +0000 UTC,2020-02-14 17:00:00 +0000 UTC,tnhlex-dev,5410865152.000000
2020-02-14 17:00:00 +0000 UTC,2020-02-14 18:00:00 +0000 UTC,openshift-logging,20121507401728.000000
2020-02-14 17:00:00 +0000 UTC,2020-02-14 18:00:00 +0000 UTC,openshift-metering,1977384960.000000
2020-02-14 18:00:00 +0000 UTC,2020-02-14 19:00:00 +0000 UTC,openshift-logging,20161533472768.000000
2020-02-14 18:00:00 +0000 UTC,2020-02-14 19:00:00 +0000 UTC,openshift-metering,1977384960.000000
2020-02-14 18:00:00 +0000 UTC,2020-02-14 19:00:00 +0000 UTC,rc-test,16899756032.000000
2020-02-14 18:00:00 +0000 UTC,2020-02-14 19:00:00 +0000 UTC,tnhlex-dev,12716871680.000000
2020-02-14 19:00:00 +0000 UTC,2020-02-14 20:00:00 +0000 UTC,openshift-logging,20228058415104.000000
2020-02-14 19:00:00 +0000 UTC,2020-02-14 20:00:00 +0000 UTC,openshift-metering,1977384960.000000
2020-02-14 19:00:00 +0000 UTC,2020-02-14 20:00:00 +0000 UTC,rc-test,64266952704.000000
2020-02-14 19:00:00 +0000 UTC,2020-02-14 20:00:00 +0000 UTC,tnhlex-dev,20861476864.000000
2020-02-14 20:00:00 +0000 UTC,2020-02-14 21:00:00 +0000 UTC,openshift-logging,20298132070400.000000
2020-02-14 20:00:00 +0000 UTC,2020-02-14 21:00:00 +0000 UTC,openshift-metering,1977384960.000000
2020-02-14 20:00:00 +0000 UTC,2020-02-14 21:00:00 +0000 UTC,rc-test,64394805248.000000
2020-02-14 20:00:00 +0000 UTC,2020-02-14 21:00:00 +0000 UTC,tnhlex-dev,22938902528.000000
2020-02-14 21:00:00 +0000 UTC,2020-02-14 22:00:00 +0000 UTC,openshift-logging,20328163381248.000000
2020-02-14 21:00:00 +0000 UTC,2020-02-14 22:00:00 +0000 UTC,openshift-metering,1977384960.000000
2020-02-14 21:00:00 +0000 UTC,2020-02-14 22:00:00 +0000 UTC,rc-test,64478339072.000000
2020-02-14 21:00:00 +0000 UTC,2020-02-14 22:00:00 +0000 UTC,tnhlex-dev,22951104512.000000
2020-02-14 22:00:00 +0000 UTC,2020-02-14 23:00:00 +0000 UTC,openshift-logging,20414009282560.000000
2020-02-14 22:00:00 +0000 UTC,2020-02-14 23:00:00 +0000 UTC,openshift-metering,1999491072.000000
2020-02-14 22:00:00 +0000 UTC,2020-02-14 23:00:00 +0000 UTC,rc-test,64559153152.000000
2020-02-14 22:00:00 +0000 UTC,2020-02-14 23:00:00 +0000 UTC,tnhlex-dev,22963355648.000000
2020-02-14 23:00:00 +0000 UTC,2020-02-15 00:00:00 +0000 UTC,openshift-logging,20469312192512.000000
2020-02-14 23:00:00 +0000 UTC,2020-02-15 00:00:00 +0000 UTC,openshift-metering,2040545280.000000
2020-02-14 23:00:00 +0000 UTC,2020-02-15 00:00:00 +0000 UTC,rc-test,64639197184.000000
2020-02-14 23:00:00 +0000 UTC,2020-02-15 00:00:00 +0000 UTC,tnhlex-dev,22975655936.000000
2020-02-15 00:00:00 +0000 UTC,2020-02-15 01:00:00 +0000 UTC,openshift-logging,20490597244928.000000
2020-02-15 00:00:00 +0000 UTC,2020-02-15 01:00:00 +0000 UTC,openshift-metering,2042462208.000000
2020-02-15 00:00:00 +0000 UTC,2020-02-15 01:00:00 +0000 UTC,rc-test,64720437248.000000
2020-02-15 00:00:00 +0000 UTC,2020-02-15 01:00:00 +0000 UTC,tnhlex-dev,22987898880.000000
2020-02-15 01:00:00 +0000 UTC,2020-02-15 02:00:00 +0000 UTC,openshift-logging,20561590243328.000000
2020-02-15 01:00:00 +0000 UTC,2020-02-15 02:00:00 +0000 UTC,openshift-metering,2042757120.000000
2020-02-15 01:00:00 +0000 UTC,2020-02-15 02:00:00 +0000 UTC,rc-test,64801533952.000000
2020-02-15 01:00:00 +0000 UTC,2020-02-15 02:00:00 +0000 UTC,tnhlex-dev,23000072192.000000
2020-02-15 02:00:00 +0000 UTC,2020-02-15 03:00:00 +0000 UTC,openshift-logging,20628376915968.000000
2020-02-15 02:00:00 +0000 UTC,2020-02-15 03:00:00 +0000 UTC,openshift-metering,2052980736.000000
2020-02-15 02:00:00 +0000 UTC,2020-02-15 03:00:00 +0000 UTC,rc-test,64882573312.000000
2020-02-15 02:00:00 +0000 UTC,2020-02-15 03:00:00 +0000 UTC,tnhlex-dev,23012331520.000000
2020-02-15 03:00:00 +0000 UTC,2020-02-15 04:00:00 +0000 UTC,openshift-logging,20707947646976.000000
2020-02-15 03:00:00 +0000 UTC,2020-02-15 04:00:00 +0000 UTC,openshift-metering,2107961344.000000
2020-02-15 03:00:00 +0000 UTC,2020-02-15 04:00:00 +0000 UTC,rc-test,64963534848.000000
2020-02-15 03:00:00 +0000 UTC,2020-02-15 04:00:00 +0000 UTC,tnhlex-dev,23024467968.000000
2020-02-15 04:00:00 +0000 UTC,2020-02-15 05:00:00 +0000 UTC,openshift-logging,20762575675392.000000
2020-02-15 04:00:00 +0000 UTC,2020-02-15 05:00:00 +0000 UTC,openshift-metering,2121646080.000000
2020-02-15 04:00:00 +0000 UTC,2020-02-15 05:00:00 +0000 UTC,rc-test,65045282816.000000
2020-02-15 04:00:00 +0000 UTC,2020-02-15 05:00:00 +0000 UTC,tnhlex-dev,23036588032.000000
2020-02-15 05:00:00 +0000 UTC,2020-02-15 06:00:00 +0000 UTC,openshift-logging,20827972026368.000000
2020-02-15 05:00:00 +0000 UTC,2020-02-15 06:00:00 +0000 UTC,openshift-metering,2121646080.000000
2020-02-15 05:00:00 +0000 UTC,2020-02-15 06:00:00 +0000 UTC,rc-test,65129414656.000000
2020-02-15 05:00:00 +0000 UTC,2020-02-15 06:00:00 +0000 UTC,tnhlex-dev,23048798208.000000
2020-02-15 06:00:00 +0000 UTC,2020-02-15 07:00:00 +0000 UTC,openshift-logging,20905769635840.000000
2020-02-15 06:00:00 +0000 UTC,2020-02-15 07:00:00 +0000 UTC,openshift-metering,2121646080.000000
2020-02-15 06:00:00 +0000 UTC,2020-02-15 07:00:00 +0000 UTC,rc-test,65211842560.000000
2020-02-15 06:00:00 +0000 UTC,2020-02-15 07:00:00 +0000 UTC,tnhlex-dev,23061037056.000000
2020-02-15 07:00:00 +0000 UTC,2020-02-15 08:00:00 +0000 UTC,openshift-logging,20955847565312.000000
2020-02-15 07:00:00 +0000 UTC,2020-02-15 08:00:00 +0000 UTC,openshift-metering,2121646080.000000
2020-02-15 07:00:00 +0000 UTC,2020-02-15 08:00:00 +0000 UTC,rc-test,65293156352.000000
2020-02-15 07:00:00 +0000 UTC,2020-02-15 08:00:00 +0000 UTC,tnhlex-dev,23073259520.000000
2020-02-15 08:00:00 +0000 UTC,2020-02-15 09:00:00 +0000 UTC,openshift-logging,21020668874752.000000
2020-02-15 08:00:00 +0000 UTC,2020-02-15 09:00:00 +0000 UTC,openshift-metering,2180595712.000000
2020-02-15 08:00:00 +0000 UTC,2020-02-15 09:00:00 +0000 UTC,rc-test,65373552640.000000
2020-02-15 08:00:00 +0000 UTC,2020-02-15 09:00:00 +0000 UTC,tnhlex-dev,23085432832.000000
2020-02-15 09:00:00 +0000 UTC,2020-02-15 10:00:00 +0000 UTC,openshift-logging,21112738283520.000000
2020-02-15 09:00:00 +0000 UTC,2020-02-15 10:00:00 +0000 UTC,openshift-metering,2184806400.000000
2020-02-15 09:00:00 +0000 UTC,2020-02-15 10:00:00 +0000 UTC,rc-test,65454764032.000000
2020-02-15 09:00:00 +0000 UTC,2020-02-15 10:00:00 +0000 UTC,tnhlex-dev,23097663488.000000
2020-02-15 10:00:00 +0000 UTC,2020-02-15 11:00:00 +0000 UTC,openshift-logging,21168648679424.000000
2020-02-15 10:00:00 +0000 UTC,2020-02-15 11:00:00 +0000 UTC,openshift-metering,2184806400.000000
2020-02-15 10:00:00 +0000 UTC,2020-02-15 11:00:00 +0000 UTC,rc-test,65534345216.000000
2020-02-15 10:00:00 +0000 UTC,2020-02-15 11:00:00 +0000 UTC,tnhlex-dev,23109931008.000000
2020-02-15 11:00:00 +0000 UTC,2020-02-15 12:00:00 +0000 UTC,openshift-logging,21303238217728.000000
2020-02-15 11:00:00 +0000 UTC,2020-02-15 12:00:00 +0000 UTC,openshift-metering,2184806400.000000
2020-02-15 11:00:00 +0000 UTC,2020-02-15 12:00:00 +0000 UTC,rc-test,65615568896.000000
2020-02-15 11:00:00 +0000 UTC,2020-02-15 12:00:00 +0000 UTC,tnhlex-dev,23122112512.000000
2020-02-15 12:00:00 +0000 UTC,2020-02-15 13:00:00 +0000 UTC,openshift-logging,21319676719104.000000
2020-02-15 12:00:00 +0000 UTC,2020-02-15 13:00:00 +0000 UTC,openshift-metering,2185867264.000000
2020-02-15 12:00:00 +0000 UTC,2020-02-15 13:00:00 +0000 UTC,rc-test,65695559680.000000
2020-02-15 12:00:00 +0000 UTC,2020-02-15 13:00:00 +0000 UTC,tnhlex-dev,23134289920.000000
2020-02-15 13:00:00 +0000 UTC,2020-02-15 14:00:00 +0000 UTC,openshift-logging,21420375293952.000000
2020-02-15 13:00:00 +0000 UTC,2020-02-15 14:00:00 +0000 UTC,openshift-metering,2248458240.000000
2020-02-15 13:00:00 +0000 UTC,2020-02-15 14:00:00 +0000 UTC,rc-test,65777917952.000000
2020-02-15 13:00:00 +0000 UTC,2020-02-15 14:00:00 +0000 UTC,tnhlex-dev,23146467328.000000
2020-02-15 14:00:00 +0000 UTC,2020-02-15 15:00:00 +0000 UTC,openshift-logging,21431470325760.000000
2020-02-15 14:00:00 +0000 UTC,2020-02-15 15:00:00 +0000 UTC,openshift-metering,2248458240.000000
2020-02-15 14:00:00 +0000 UTC,2020-02-15 15:00:00 +0000 UTC,rc-test,65857921024.000000
2020-02-15 14:00:00 +0000 UTC,2020-02-15 15:00:00 +0000 UTC,tnhlex-dev,23158599680.000000
2020-02-15 15:00:00 +0000 UTC,2020-02-15 16:00:00 +0000 UTC,openshift-logging,21457159966720.000000
2020-02-15 15:00:00 +0000 UTC,2020-02-15 16:00:00 +0000 UTC,openshift-metering,2248458240.000000
2020-02-15 15:00:00 +0000 UTC,2020-02-15 16:00:00 +0000 UTC,rc-test,65938505728.000000
2020-02-15 15:00:00 +0000 UTC,2020-02-15 16:00:00 +0000 UTC,tnhlex-dev,23170723840.000000
2020-02-15 16:00:00 +0000 UTC,2020-02-15 17:00:00 +0000 UTC,openshift-logging,21536434479104.000000
2020-02-15 16:00:00 +0000 UTC,2020-02-15 17:00:00 +0000 UTC,openshift-metering,2248458240.000000
2020-02-15 16:00:00 +0000 UTC,2020-02-15 17:00:00 +0000 UTC,rc-test,66023456768.000000
2020-02-15 16:00:00 +0000 UTC,2020-02-15 17:00:00 +0000 UTC,tnhlex-dev,23182868480.000000
2020-02-15 17:00:00 +0000 UTC,2020-02-15 18:00:00 +0000 UTC,openshift-logging,21581294063616.000000
2020-02-15 17:00:00 +0000 UTC,2020-02-15 18:00:00 +0000 UTC,openshift-metering,2028359680.000000
2020-02-15 17:00:00 +0000 UTC,2020-02-15 18:00:00 +0000 UTC,rc-test,66104958976.000000
2020-02-15 17:00:00 +0000 UTC,2020-02-15 18:00:00 +0000 UTC,tnhlex-dev,23195000832.000000
2020-02-15 18:00:00 +0000 UTC,2020-02-15 19:00:00 +0000 UTC,openshift-logging,21648691113984.000000
2020-02-15 18:00:00 +0000 UTC,2020-02-15 19:00:00 +0000 UTC,openshift-metering,1679769600.000000
2020-02-15 18:00:00 +0000 UTC,2020-02-15 19:00:00 +0000 UTC,rc-test,66188697600.000000
2020-02-15 18:00:00 +0000 UTC,2020-02-15 19:00:00 +0000 UTC,tnhlex-dev,23207075840.000000
2020-02-15 19:00:00 +0000 UTC,2020-02-15 20:00:00 +0000 UTC,openshift-logging,21707759017984.000000
2020-02-15 19:00:00 +0000 UTC,2020-02-15 20:00:00 +0000 UTC,openshift-metering,1679769600.000000
2020-02-15 19:00:00 +0000 UTC,2020-02-15 20:00:00 +0000 UTC,rc-test,66269896704.000000
2020-02-15 19:00:00 +0000 UTC,2020-02-15 20:00:00 +0000 UTC,tnhlex-dev,23219277824.000000
2020-02-15 20:00:00 +0000 UTC,2020-02-15 21:00:00 +0000 UTC,openshift-logging,21771091165184.000000
2020-02-15 20:00:00 +0000 UTC,2020-02-15 21:00:00 +0000 UTC,openshift-metering,1679769600.000000
2020-02-15 20:00:00 +0000 UTC,2020-02-15 21:00:00 +0000 UTC,rc-test,66350620672.000000
2020-02-15 20:00:00 +0000 UTC,2020-02-15 21:00:00 +0000 UTC,tnhlex-dev,23231475712.000000
2020-02-15 21:00:00 +0000 UTC,2020-02-15 22:00:00 +0000 UTC,openshift-logging,21828179849216.000000
2020-02-15 21:00:00 +0000 UTC,2020-02-15 22:00:00 +0000 UTC,openshift-metering,1679769600.000000
2020-02-15 21:00:00 +0000 UTC,2020-02-15 22:00:00 +0000 UTC,rc-test,66431197184.000000
2020-02-15 21:00:00 +0000 UTC,2020-02-15 22:00:00 +0000 UTC,tnhlex-dev,23243636736.000000
